01, serie, Game of Thrones,Drama,18,2011,8,73
02, serie, Breaking Bad,Crime,18,2008,5,62
03, serie, Friends,Romance,12,1994,10,236
04, serie, Stranger Things,Terror,16,2016,4,34
05, serie, Black Mirror,Suspense,16,2010,5,22
06, serie, The Crown,História,16,2016,6,60
07, serie, Better Call Saul,Drama,16,2015,6,63
08, serie, Peaky Blinders,Drama,18,2013,6,30
09, serie, The Mandalorian,Ação,12,2019,3,24
10, serie, The Witcher,Aventura,16,2019,2,16
